"Year","Perpetrator.Age","Relationship","Weapon","Perpetrator.Sex"
2014,18,"Acquaintance","Handgun","Male"
2014,50,"Stranger","Handgun","Male"
2014,49,"Wife","Handgun","Male"
2014,18,"Stranger","Handgun","Male"
2014,41,"Acquaintance","Handgun","Female"
2014,39,"Friend","Knife","Female"
2014,52,"Girlfriend","Strangulation","Male"
2014,37,"Stranger","Handgun","Male"
2014,27,"Father","Blunt Object","Male"
2014,17,"Family","Knife","Male"
2014,21,"Stranger","Handgun","Male"
2014,25,"Acquaintance","Handgun","Male"
2014,20,"Acquaintance","Handgun","Male"
2014,45,"Ex-Wife","Handgun","Male"
2014,32,"Girlfriend","Knife","Female"
2014,34,"Wife","Handgun","Male"
2014,23,"Acquaintance","Handgun","Male"
2014,31,"Acquaintance","Handgun","Male"
2014,31,"Acquaintance","Handgun","Male"
2014,44,"Acquaintance","Shotgun","Male"
2014,20,"Acquaintance","Handgun","Male"
2014,25,"Stranger","Handgun","Male"
2014,47,"Son","Knife","Male"
2014,45,"Husband","Handgun","Female"
2014,52,"Stranger","Handgun","Male"
2014,20,"Acquaintance","Handgun","Male"
2014,20,"Acquaintance","Handgun","Male"
2014,20,"Acquaintance","Handgun","Male"
2014,65,"Wife","Handgun","Male"
2014,16,"Stranger","Handgun","Female"
2014,20,"Acquaintance","Handgun","Male"
2014,18,"Stepfather","Blunt Object","Male"
2014,37,"Wife","Handgun","Male"
2014,41,"Acquaintance","Shotgun","Male"
2014,29,"Friend","Strangulation","Male"
2014,75,"Husband","Handgun","Female"
2014,31,"Family","Handgun","Male"
2014,23,"Stranger","Handgun","Male"
2014,48,"Son","Handgun","Female"
2014,40,"Acquaintance","Handgun","Male"
2014,16,"Friend","Gun","Male"
2014,50,"Stranger","Handgun","Male"
2014,34,"Girlfriend","Knife","Male"
2014,34,"Acquaintance","Handgun","Male"
2014,24,"Acquaintance","Handgun","Male"
2014,43,"Wife","Handgun","Male"
2014,31,"Wife","Handgun","Male"
2014,22,"Acquaintance","Handgun","Male"
2014,29,"Stranger","Handgun","Male"
2014,36,"Wife","Knife","Male"
2014,42,"Acquaintance","Handgun","Male"
2014,60,"Ex-Wife","Knife","Male"
2014,34,"Stranger","Handgun","Male"
2014,22,"Stepfather","Knife","Male"
2014,31,"Family","Handgun","Male"
2014,19,"Father","Knife","Male"
2014,26,"Acquaintance","Handgun","Male"
2014,21,"Friend","Handgun","Male"
2014,22,"Stranger","Handgun","Male"
2014,26,"Mother","Knife","Male"
2014,33,"Husband","Knife","Female"
2014,22,"Stranger","Handgun","Male"
2014,51,"Wife","Shotgun","Male"
2014,32,"Family","Knife","Male"
2014,24,"Acquaintance","Blunt Object","Male"
2014,48,"Boyfriend","Knife","Female"
2014,46,"Acquaintance","Handgun","Male"
2014,43,"Wife","Knife","Male"
2014,44,"Boyfriend","Handgun","Female"
2014,24,"Acquaintance","Firearm","Male"
2014,46,"Acquaintance","Knife","Male"
2014,19,"Friend","Handgun","Male"
2014,54,"Family","Knife","Male"
2014,54,"Neighbor","Handgun","Male"
2014,30,"Acquaintance","Firearm","Female"
2014,32,"Acquaintance","Suffocation","Male"
2014,18,"Acquaintance","Handgun","Male"
2014,40,"Wife","Handgun","Male"
2014,33,"Acquaintance","Handgun","Male"
2014,30,"Boyfriend","Knife","Female"
2014,16,"Stranger","Handgun","Male"
2014,66,"Acquaintance","Strangulation","Female"
2014,69,"Wife","Handgun","Male"
2014,28,"Acquaintance","Handgun","Male"
2014,46,"Wife","Handgun","Male"
2014,32,"Daughter","Strangulation","Female"
2014,35,"Common-Law Wife","Knife","Male"
2014,20,"Stranger","Handgun","Male"
2014,39,"Boyfriend","Knife","Female"
2014,53,"Wife","Handgun","Male"
2014,22,"Acquaintance","Handgun","Male"
2014,36,"Boyfriend","Knife","Female"
2014,47,"Acquaintance","Handgun","Male"
2014,23,"Girlfriend","Handgun","Male"
2014,35,"Acquaintance","Handgun","Male"
2014,23,"Acquaintance","Handgun","Male"
2014,35,"Common-Law Wife","Knife","Male"
2014,15,"Acquaintance","Handgun","Male"
2014,22,"Acquaintance","Handgun","Male"
2014,20,"Acquaintance","Handgun","Male"
2014,24,"Stranger","Handgun","Male"
2014,45,"Wife","Handgun","Male"
2014,22,"Acquaintance","Handgun","Male"
2014,27,"Acquaintance","Handgun","Male"
2014,45,"Wife","Handgun","Male"
2014,27,"Stranger","Handgun","Male"
2014,54,"Family","Knife","Female"
2014,54,"Family","Knife","Female"
2014,42,"Family","Knife","Female"
2014,32,"Stranger","Handgun","Male"
2014,23,"Girlfriend","Knife","Male"
2014,62,"Girlfriend","Handgun","Male"
2014,23,"Stranger","Handgun","Male"
2014,62,"Acquaintance","Handgun","Male"
2014,46,"Girlfriend","Knife","Male"
2014,21,"Acquaintance","Handgun","Male"
2014,80,"Wife","Handgun","Male"
2014,18,"Acquaintance","Handgun","Male"
2014,30,"Acquaintance","Handgun","Male"
2014,20,"Stranger","Knife","Male"
2014,20,"Girlfriend","Handgun","Male"
2014,30,"Stranger","Handgun","Male"
2014,29,"Stranger","Handgun","Male"
2014,23,"Friend","Rifle","Male"
2014,15,"Mother","Handgun","Male"
2014,68,"Wife","Handgun","Male"
2014,45,"Wife","Handgun","Male"
2014,50,"Acquaintance","Knife","Male"
2014,21,"Acquaintance","Handgun","Male"
2014,21,"Acquaintance","Handgun","Male"
2014,34,"Acquaintance","Handgun","Female"
2014,20,"Stranger","Shotgun","Male"
2014,30,"Stranger","Knife","Male"
2014,74,"Wife","Handgun","Male"
2014,27,"Acquaintance","Handgun","Male"
2014,19,"Acquaintance","Knife","Male"
2014,28,"Acquaintance","Handgun","Male"
2014,22,"Stranger","Firearm","Male"
2014,30,"Family","Knife","Male"
2014,52,"Friend","Handgun","Male"
2014,51,"Boyfriend","Knife","Female"
2014,46,"Boyfriend","Handgun","Female"
2014,34,"Acquaintance","Handgun","Male"
2014,28,"Acquaintance","Handgun","Male"
2014,54,"Stranger","Handgun","Male"
2014,20,"Stranger","Handgun","Male"
2014,20,"Stranger","Handgun","Male"
2014,19,"Acquaintance","Knife","Male"
2014,36,"Acquaintance","Strangulation","Male"
2014,32,"Acquaintance","Blunt Object","Male"
2014,28,"Acquaintance","Handgun","Male"
2014,28,"Girlfriend","Handgun","Male"
2014,14,"Family","Knife","Male"
2014,27,"Acquaintance","Handgun","Male"
2014,49,"Girlfriend","Knife","Male"
2014,68,"Brother","Knife","Male"
2014,24,"Stranger","Handgun","Male"
2014,29,"Stranger","Handgun","Male"
2014,67,"Stranger","Handgun","Male"
2014,21,"Boyfriend","Knife","Female"
2014,66,"Acquaintance","Strangulation","Male"
2014,26,"Acquaintance","Knife","Male"
2014,45,"Acquaintance","Handgun","Male"
2014,18,"Acquaintance","Handgun","Male"
2014,37,"Stranger","Handgun","Male"
2014,36,"Acquaintance","Strangulation","Male"
2014,59,"Wife","Knife","Male"
2014,26,"Acquaintance","Knife","Male"
2014,55,"Acquaintance","Blunt Object","Male"
2014,44,"Neighbor","Handgun","Male"
2014,71,"Acquaintance","Knife","Male"
2014,31,"Stranger","Knife","Male"
2014,24,"Stranger","Blunt Object","Male"
2014,41,"Stranger","Blunt Object","Male"
2014,18,"Stranger","Blunt Object","Male"
2014,39,"Acquaintance","Handgun","Male"
2014,44,"Acquaintance","Blunt Object","Male"
2014,54,"Wife","Knife","Male"
2014,35,"Girlfriend","Handgun","Male"
2014,27,"Father","Blunt Object","Male"
2014,43,"Acquaintance","Shotgun","Male"
2014,28,"Acquaintance","Handgun","Male"
2014,59,"Wife","Blunt Object","Male"
2014,47,"Family","Firearm","Male"
2014,47,"Family","Firearm","Male"
2014,54,"Wife","Rifle","Male"
2014,32,"Acquaintance","Knife","Male"
2014,43,"Wife","Suffocation","Male"
2014,20,"Daughter","Blunt Object","Female"
2014,30,"Stepson","Knife","Male"
2014,23,"Friend","Handgun","Male"
2014,27,"Acquaintance","Blunt Object","Male"
2014,26,"Acquaintance","Firearm","Male"
2014,49,"Acquaintance","Knife","Male"
2014,17,"Son","Blunt Object","Male"
2014,35,"Boyfriend","Blunt Object","Female"
2014,49,"Girlfriend","Firearm","Male"
2014,49,"Girlfriend","Firearm","Male"
2014,35,"Stranger","Knife","Male"
2014,63,"Acquaintance","Firearm","Male"
2014,45,"Boyfriend","Knife","Female"
2014,20,"Acquaintance","Firearm","Male"
2014,43,"Stranger","Firearm","Male"
2014,27,"Stranger","Firearm","Male"
2014,27,"Acquaintance","Handgun","Male"
2014,29,"Acquaintance","Blunt Object","Male"
2014,24,"Acquaintance","Firearm","Male"
2014,30,"Stranger","Blunt Object","Male"
2014,24,"Brother","Knife","Female"
2014,29,"Acquaintance","Handgun","Male"
2014,21,"Acquaintance","Shotgun","Male"
2014,24,"Wife","Firearm","Male"
2014,18,"Husband","Handgun","Male"
2014,34,"Boyfriend","Knife","Female"
2014,49,"Acquaintance","Handgun","Male"
2014,24,"Stranger","Blunt Object","Male"
2014,41,"Acquaintance","Handgun","Male"
2014,14,"Father","Handgun","Male"
2014,14,"Father","Handgun","Male"
2014,24,"Wife","Knife","Male"
2014,24,"Wife","Knife","Male"
2014,27,"Acquaintance","Handgun","Male"
2014,20,"Son","Blunt Object","Male"
2014,23,"Ex-Wife","Blunt Object","Male"
2014,36,"Girlfriend","Shotgun","Male"
2014,36,"Girlfriend","Shotgun","Male"
2014,56,"Common-Law Wife","Knife","Male"
2014,26,"Girlfriend","Handgun","Male"
2014,32,"Friend","Handgun","Male"
2014,38,"Boyfriend","Handgun","Female"
2014,23,"Acquaintance","Handgun","Male"
2014,35,"Daughter","Knife","Male"
2014,13,"Family","Handgun","Male"
2014,19,"Stranger","Handgun","Male"
2014,20,"Acquaintance","Handgun","Male"
2014,18,"Acquaintance","Rifle","Male"
2014,30,"Stranger","Handgun","Male"
2014,19,"Stranger","Shotgun","Male"
2014,29,"Stranger","Handgun","Male"
2014,44,"Stranger","Handgun","Male"
2014,31,"Acquaintance","Knife","Female"
2014,53,"Brother","Handgun","Female"
2014,28,"Girlfriend","Knife","Male"
2014,41,"Stranger","Handgun","Male"
2014,22,"Acquaintance","Handgun","Male"
2014,17,"Stranger","Handgun","Male"
2014,18,"Acquaintance","Handgun","Male"
2014,25,"Stranger","Handgun","Male"
2014,17,"Stranger","Handgun","Male"
2014,29,"Acquaintance","Handgun","Male"
2014,30,"Acquaintance","Handgun","Male"
2014,32,"Stranger","Handgun","Male"
2014,29,"Stranger","Handgun","Male"
2014,28,"Daughter","Blunt Object","Male"
2014,22,"Stranger","Handgun","Male"
2014,18,"Stranger","Handgun","Male"
2014,22,"Acquaintance","Handgun","Male"
2014,61,"Friend","Knife","Male"
2014,65,"Acquaintance","Blunt Object","Male"
2014,18,"Acquaintance","Handgun","Male"
2014,25,"Acquaintance","Knife","Male"
2014,35,"Stranger","Handgun","Male"
2014,31,"Stranger","Handgun","Male"
2014,31,"Stranger","Handgun","Male"
2014,20,"Stranger","Handgun","Male"
2014,17,"Acquaintance","Handgun","Male"
2014,22,"Stranger","Handgun","Male"
2014,17,"Stranger","Handgun","Male"
2014,39,"Acquaintance","Handgun","Male"
2014,23,"Acquaintance","Handgun","Male"
2014,23,"Acquaintance","Handgun","Male"
2014,34,"Stranger","Knife","Male"
2014,27,"Boyfriend","Knife","Female"
2014,24,"Boyfriend","Knife","Female"
2014,41,"Stranger","Handgun","Male"
2014,33,"Acquaintance","Handgun","Male"
2014,19,"Stranger","Handgun","Male"
2014,15,"Stranger","Handgun","Male"
2014,31,"Girlfriend","Blunt Object","Male"
2014,24,"Daughter","Blunt Object","Female"
2014,26,"Boyfriend","Knife","Female"
2014,26,"Stranger","Handgun","Male"
2014,31,"Acquaintance","Handgun","Male"
2014,23,"Stranger","Handgun","Male"
2014,19,"Stranger","Handgun","Male"
2014,30,"Stranger","Handgun","Male"
2014,36,"Stranger","Handgun","Male"
2014,32,"Acquaintance","Handgun","Male"
2014,19,"Acquaintance","Handgun","Male"
2014,39,"Family","Knife","Female"
2014,18,"Stranger","Handgun","Male"
2014,29,"Stranger","Handgun","Male"
2014,23,"Acquaintance","Knife","Male"
2014,45,"Acquaintance","Blunt Object","Male"
2014,18,"Stranger","Handgun","Male"
2014,22,"Acquaintance","Handgun","Male"
2014,20,"Stranger","Handgun","Male"
2014,17,"Stranger","Handgun","Male"
2014,29,"Acquaintance","Handgun","Male"
2014,47,"Acquaintance","Handgun","Male"
2014,15,"Stranger","Handgun","Male"
2014,16,"Stranger","Handgun","Male"
2014,18,"Stranger","Handgun","Male"
2014,18,"Stranger","Handgun","Male"
2014,15,"Stranger","Handgun","Male"
2014,40,"Stranger","Handgun","Male"
2014,44,"Stranger","Handgun","Male"
2014,41,"Stranger","Handgun","Male"
2014,35,"Acquaintance","Handgun","Male"
2014,20,"Acquaintance","Handgun","Male"
2014,23,"Stranger","Handgun","Female"
2014,22,"Stranger","Handgun","Male"
2014,16,"Stranger","Handgun","Female"
2014,37,"Wife","Handgun","Male"
2014,84,"Wife","Handgun","Male"
2014,19,"Stranger","Handgun","Male"
2014,17,"Stranger","Handgun","Male"
2014,31,"Acquaintance","Handgun","Male"
2014,56,"Acquaintance","Knife","Male"
2014,29,"Stranger","Handgun","Male"
2014,35,"Stranger","Handgun","Male"
2014,38,"Stranger","Handgun","Male"
2014,34,"Stranger","Handgun","Male"
2014,26,"Acquaintance","Blunt Object","Male"
2014,16,"Stranger","Handgun","Male"
2014,18,"Stranger","Knife","Female"
2014,24,"Acquaintance","Handgun","Male"
2014,17,"Stranger","Handgun","Male"
2014,33,"Acquaintance","Handgun","Male"
2014,24,"Stranger","Blunt Object","Male"
2014,24,"Acquaintance","Knife","Male"
2014,35,"Daughter","Knife","Male"
2014,20,"Stranger","Handgun","Male"
2014,17,"Stranger","Handgun","Male"
2014,21,"Boyfriend","Knife","Female"
2014,29,"Boyfriend","Knife","Female"
2014,17,"Stranger","Handgun","Male"
2014,41,"Stranger","Handgun","Male"
2014,28,"Stranger","Handgun","Male"
2014,30,"Boyfriend","Knife","Female"
2014,48,"Boyfriend","Knife","Female"
2014,22,"Son","Blunt Object","Female"
2014,18,"Stranger","Handgun","Male"
2014,31,"Girlfriend","Handgun","Male"
2014,25,"Acquaintance","Handgun","Male"
2014,46,"Acquaintance","Handgun","Male"
2014,16,"Stranger","Handgun","Male"
2014,22,"Stranger","Handgun","Female"
2014,19,"Acquaintance","Handgun","Male"
2014,29,"Brother","Handgun","Male"
2014,22,"Stranger","Handgun","Male"
2014,38,"Stranger","Handgun","Male"
2014,34,"Stranger","Handgun","Male"
2014,45,"Stranger","Handgun","Male"
2014,49,"Boyfriend","Handgun","Female"
2014,25,"Stepfather","Blunt Object","Male"
2014,23,"Neighbor","Blunt Object","Male"
2014,20,"Girlfriend","Blunt Object","Male"
2014,23,"Acquaintance","Handgun","Male"
2014,33,"Girlfriend","Knife","Male"
2014,25,"Acquaintance","Handgun","Male"
2014,24,"Stranger","Handgun","Male"
2014,18,"Friend","Firearm","Male"
2014,16,"Acquaintance","Handgun","Male"
2014,18,"Stranger","Fire","Male"
2014,18,"Stranger","Fire","Male"
2014,18,"Stranger","Fire","Male"
2014,32,"In-Law","Handgun","Male"
2014,44,"In-Law","Handgun","Male"
2014,22,"Mother","Knife","Male"
2014,38,"Wife","Handgun","Male"
2014,18,"Acquaintance","Knife","Male"
2014,18,"Acquaintance","Knife","Male"
2014,17,"Stranger","Handgun","Male"
2014,35,"Friend","Fire","Male"
2014,45,"In-Law","Knife","Male"
2014,44,"Friend","Handgun","Male"
2014,64,"Stranger","Handgun","Male"
2014,30,"Stranger","Handgun","Male"
2014,19,"Acquaintance","Handgun","Male"
2014,30,"Acquaintance","Handgun","Male"
2014,20,"Girlfriend","Blunt Object","Male"
2014,60,"Father","Knife","Male"
2014,26,"Son","Blunt Object","Female"
2014,26,"Son","Blunt Object","Female"
2014,30,"Acquaintance","Handgun","Male"
2014,20,"Acquaintance","Firearm","Male"
2014,33,"Acquaintance","Handgun","Male"
2014,63,"Acquaintance","Handgun","Male"
2014,42,"Girlfriend","Handgun","Male"
2014,21,"Acquaintance","Handgun","Male"
2014,21,"Acquaintance","Handgun","Male"
2014,54,"Wife","Handgun","Male"
2014,29,"Stranger","Firearm","Male"
2014,38,"Wife","Handgun","Male"
2014,38,"Acquaintance","Handgun","Male"
2014,60,"Son","Knife","Male"
2014,34,"Stranger","Firearm","Male"
2014,47,"Girlfriend","Knife","Male"
2014,26,"Stranger","Knife","Male"
2014,20,"Girlfriend","Handgun","Male"
2014,25,"Acquaintance","Handgun","Male"
2014,77,"Wife","Handgun","Male"
2014,18,"Stranger","Firearm","Male"
2014,77,"Husband","Handgun","Male"
2014,19,"Stranger","Handgun","Male"
2014,19,"Stranger","Handgun","Male"
2014,19,"Stranger","Handgun","Male"
2014,19,"Stranger","Handgun","Male"
2014,19,"Stranger","Handgun","Male"
2014,19,"Stranger","Handgun","Male"
2014,19,"Stranger","Handgun","Male"
2014,22,"Friend","Handgun","Male"
2014,29,"Acquaintance","Knife","Male"
2014,19,"Acquaintance","Handgun","Female"
2014,19,"Stranger","Handgun","Male"
2014,46,"Stranger","Knife","Female"
2014,55,"Acquaintance","Handgun","Male"
2014,22,"Daughter","Blunt Object","Male"
2014,21,"Son","Blunt Object","Female"
2014,23,"Acquaintance","Handgun","Male"
2014,28,"Acquaintance","Handgun","Male"
2014,38,"Brother","Knife","Male"
2014,21,"Boyfriend","Knife","Male"
2014,20,"Acquaintance","Handgun","Male"
2014,46,"Girlfriend","Strangulation","Male"
2014,25,"Acquaintance","Blunt Object","Male"
2014,21,"Girlfriend","Shotgun","Male"
2014,28,"Acquaintance","Handgun","Male"
2014,23,"Stranger","Blunt Object","Male"
2014,22,"Acquaintance","Handgun","Male"
2014,22,"Acquaintance","Handgun","Male"
2014,35,"Friend","Rifle","Male"
2014,47,"Brother","Knife","Male"
2014,19,"Stranger","Firearm","Male"
2014,60,"Son","Knife","Male"
2014,42,"Ex-Husband","Handgun","Female"
2014,35,"Stranger","Handgun","Male"
2014,35,"Stranger","Handgun","Male"
2014,34,"Friend","Knife","Male"
2014,28,"Acquaintance","Knife","Male"
2014,36,"Girlfriend","Firearm","Male"
2014,33,"Stranger","Handgun","Male"
2014,22,"Stranger","Handgun","Male"
2014,39,"Stranger","Handgun","Male"
2014,28,"Stranger","Handgun","Male"
2014,24,"Stranger","Handgun","Male"
2014,39,"Stranger","Handgun","Male"
2014,37,"Stranger","Handgun","Male"
2014,42,"Acquaintance","Firearm","Male"
2014,37,"Stranger","Handgun","Male"
2014,17,"Stranger","Handgun","Male"
2014,26,"Stranger","Blunt Object","Male"
2014,49,"Stranger","Rifle","Male"
2014,21,"Acquaintance","Handgun","Male"
2014,21,"Acquaintance","Handgun","Male"
2014,27,"Stranger","Handgun","Male"
2014,17,"Acquaintance","Handgun","Male"
2014,25,"Stranger","Firearm","Male"
2014,17,"Acquaintance","Firearm","Male"
2014,21,"Acquaintance","Handgun","Female"
2014,24,"Acquaintance","Handgun","Male"
2014,21,"Acquaintance","Handgun","Female"
2014,24,"Acquaintance","Handgun","Male"
2014,56,"Brother","Knife","Male"
2014,48,"Stranger","Rifle","Male"
2014,50,"Friend","Blunt Object","Male"
2014,35,"Acquaintance","Handgun","Male"
2014,31,"Acquaintance","Shotgun","Male"
2014,22,"Acquaintance","Blunt Object","Male"
2014,18,"Stranger","Handgun","Male"
2014,16,"Stranger","Handgun","Male"
2014,43,"Acquaintance","Handgun","Male"
2014,23,"Acquaintance","Handgun","Male"
2014,32,"Ex-Wife","Handgun","Male"
2014,20,"Acquaintance","Handgun","Male"
2014,25,"Stranger","Handgun","Male"
2014,23,"Acquaintance","Rifle","Male"
2014,22,"Acquaintance","Handgun","Male"
2014,42,"Stranger","Handgun","Male"
2014,36,"Girlfriend","Firearm","Male"
2014,33,"Stranger","Handgun","Male"
2014,28,"Acquaintance","Handgun","Male"
2014,21,"Stranger","Handgun","Male"
2014,26,"Stranger","Handgun","Male"
2014,21,"Stranger","Handgun","Male"
2014,52,"Acquaintance","Shotgun","Male"
2014,48,"Girlfriend","Blunt Object","Male"
2014,25,"Stranger","Rifle","Male"
2014,38,"Girlfriend","Blunt Object","Male"
2014,31,"In-Law","Handgun","Male"
2014,50,"Wife","Blunt Object","Male"
2014,27,"Stranger","Rifle","Male"
2014,42,"Ex-Husband","Handgun","Female"
2014,22,"Girlfriend","Handgun","Male"
2014,39,"Acquaintance","Handgun","Male"
2014,25,"Acquaintance","Handgun","Male"
2014,29,"Son","Blunt Object","Male"
2014,23,"Daughter","Blunt Object","Male"
2014,17,"Acquaintance","Handgun","Male"
2014,49,"Wife","Knife","Male"
2014,24,"Father","Knife","Male"
2014,20,"Acquaintance","Handgun","Male"
2014,27,"Daughter","Blunt Object","Male"
2014,38,"Stranger","Shotgun","Male"
2014,19,"Daughter","Blunt Object","Female"
2014,20,"Acquaintance","Handgun","Male"
2014,27,"Stranger","Handgun","Male"
2014,18,"Acquaintance","Handgun","Male"
2014,18,"Acquaintance","Handgun","Male"
2014,18,"Acquaintance","Handgun","Male"
2014,23,"Stranger","Handgun","Male"
2014,25,"Stranger","Handgun","Male"
2014,18,"Acquaintance","Handgun","Male"
2014,18,"Acquaintance","Handgun","Male"
2014,38,"Acquaintance","Handgun","Male"
2014,55,"Stranger","Handgun","Male"
2014,24,"Acquaintance","Handgun","Male"
2014,24,"Stranger","Handgun","Male"
2014,45,"Wife","Handgun","Male"
2014,33,"Acquaintance","Blunt Object","Male"
2014,21,"Stranger","Firearm","Male"
2014,24,"Acquaintance","Knife","Male"
2014,27,"Friend","Drugs","Male"
2014,21,"Stranger","Handgun","Male"
2014,26,"Girlfriend","Firearm","Male"
2014,64,"Father","Suffocation","Female"
2014,73,"Stranger","Shotgun","Male"
2014,73,"Stranger","Shotgun","Male"
2014,33,"Boyfriend","Handgun","Male"
2014,73,"Stranger","Shotgun","Male"
2014,18,"Stranger","Handgun","Male"
2014,50,"Neighbor","Handgun","Male"
2014,31,"Acquaintance","Knife","Male"
2014,33,"Daughter","Blunt Object","Male"
2014,21,"Friend","Handgun","Male"
2014,36,"Family","Blunt Object","Male"
2014,14,"Sister","Knife","Female"
2014,38,"Acquaintance","Handgun","Male"
2014,21,"Stranger","Handgun","Male"
2014,35,"Stranger","Handgun","Male"
2014,22,"Stranger","Handgun","Male"
2014,27,"Friend","Handgun","Male"
2014,27,"Acquaintance","Handgun","Male"
2014,24,"Daughter","Blunt Object","Female"
2014,15,"Stranger","Firearm","Male"
2014,41,"Girlfriend","Firearm","Male"
2014,41,"Acquaintance","Firearm","Male"
2014,26,"Family","Blunt Object","Male"
2014,25,"Stranger","Firearm","Male"
2014,26,"Stranger","Blunt Object","Male"
2014,16,"Acquaintance","Knife","Male"
2014,31,"Acquaintance","Blunt Object","Male"
2014,30,"Stranger","Handgun","Male"
2014,24,"Acquaintance","Handgun","Male"
2014,19,"Acquaintance","Rifle","Male"
2014,30,"Stranger","Handgun","Male"
2014,23,"Girlfriend","Knife","Male"
2014,33,"Son","Knife","Female"
2014,43,"Acquaintance","Firearm","Male"
2014,46,"Neighbor","Blunt Object","Male"
2014,25,"Acquaintance","Firearm","Male"
2014,39,"Acquaintance","Firearm","Male"
2014,35,"Acquaintance","Firearm","Male"
2014,23,"Stranger","Firearm","Female"
2014,28,"Girlfriend","Rifle","Male"
2014,30,"Acquaintance","Drugs","Male"
2014,51,"Son","Knife","Male"
2014,63,"Wife","Rifle","Male"
2014,31,"Acquaintance","Blunt Object","Male"
2014,29,"Mother","Blunt Object","Male"
2014,21,"Acquaintance","Firearm","Male"
2014,50,"Acquaintance","Knife","Male"
2014,20,"Stranger","Firearm","Male"
2014,87,"Wife","Handgun","Male"
2014,42,"Acquaintance","Handgun","Male"
2014,21,"Stranger","Handgun","Male"
2014,16,"Stranger","Handgun","Male"
2014,37,"Wife","Firearm","Male"
2014,22,"Stranger","Handgun","Male"
2014,22,"Stranger","Handgun","Male"
2014,20,"Acquaintance","Handgun","Male"
2014,32,"Acquaintance","Blunt Object","Male"
2014,38,"Acquaintance","Blunt Object","Male"
2014,17,"Acquaintance","Handgun","Male"
2014,20,"Stranger","Handgun","Male"
2014,20,"Stranger","Handgun","Male"
2014,21,"Stranger","Firearm","Male"
2014,35,"Wife","Firearm","Male"
2014,35,"Wife","Firearm","Male"
2014,38,"Stranger","Blunt Object","Male"
2014,50,"Acquaintance","Knife","Male"
2014,45,"Family","Firearm","Male"
2014,56,"Wife","Handgun","Male"
2014,19,"Stranger","Handgun","Male"
2014,33,"Boyfriend","Handgun","Female"
2014,28,"Acquaintance","Blunt Object","Male"
2014,35,"Boyfriend","Handgun","Female"
2014,24,"Acquaintance","Handgun","Male"
2014,26,"Acquaintance","Handgun","Male"
2014,29,"Acquaintance","Handgun","Male"
2014,35,"Boyfriend","Knife","Female"
2014,41,"Wife","Handgun","Male"
2014,34,"Friend","Handgun","Male"
2014,54,"Acquaintance","Firearm","Male"
2014,28,"Acquaintance","Handgun","Male"
2014,17,"Friend","Handgun","Male"
2014,30,"Friend","Handgun","Male"
2014,39,"Wife","Handgun","Male"
2014,21,"Acquaintance","Knife","Male"
2014,35,"Stranger","Handgun","Male"
2014,28,"Friend","Handgun","Male"
2014,29,"Acquaintance","Handgun","Male"
2014,64,"Acquaintance","Knife","Male"
2014,27,"Acquaintance","Handgun","Male"
2014,35,"Stranger","Handgun","Male"
2014,16,"Acquaintance","Handgun","Male"
2014,26,"Girlfriend","Knife","Male"
2014,23,"Stranger","Handgun","Male"
2014,23,"Stranger","Handgun","Male"
2014,19,"Boyfriend","Handgun","Female"
2014,22,"Stranger","Handgun","Male"
2014,28,"Girlfriend","Handgun","Male"
2014,35,"Family","Knife","Female"
2014,61,"Family","Shotgun","Male"
2014,23,"Acquaintance","Knife","Male"
2014,49,"Boyfriend","Blunt Object","Female"
2014,59,"Acquaintance","Knife","Male"
2014,32,"Acquaintance","Handgun","Male"
2014,32,"Sister","Knife","Male"
2014,23,"Stranger","Handgun","Male"
2014,27,"Stranger","Knife","Male"
2014,27,"Brother","Knife","Male"
2014,27,"Stranger","Knife","Male"
2014,56,"Brother","Handgun","Male"
2014,36,"Acquaintance","Handgun","Male"
2014,61,"Ex-Husband","Handgun","Female"
2014,85,"Wife","Handgun","Male"
2014,39,"Stranger","Handgun","Male"
2014,54,"Boyfriend","Handgun","Female"
2014,24,"Acquaintance","Handgun","Male"
2014,58,"Stranger","Handgun","Male"
2014,33,"Wife","Shotgun","Male"
2014,42,"Stranger","Handgun","Male"
2014,55,"Acquaintance","Handgun","Male"
2014,47,"Girlfriend","Shotgun","Male"
2014,55,"Acquaintance","Drugs","Male"
2014,73,"In-Law","Handgun","Male"
2014,40,"Wife","Firearm","Male"
2014,41,"Acquaintance","Blunt Object","Male"
2014,20,"Stranger","Handgun","Male"
2014,55,"Stranger","Handgun","Female"
2014,63,"Son","Handgun","Male"
2014,23,"Acquaintance","Handgun","Male"
2014,24,"Acquaintance","Handgun","Male"
2014,37,"Father","Handgun","Male"
2014,21,"Neighbor","Handgun","Male"
2014,32,"Acquaintance","Blunt Object","Male"
2014,16,"Family","Blunt Object","Male"
2014,22,"Acquaintance","Handgun","Male"
2014,29,"Acquaintance","Knife","Male"
2014,45,"Friend","Blunt Object","Male"
2014,19,"Neighbor","Shotgun","Male"
2014,42,"Wife","Shotgun","Male"
2014,31,"Acquaintance","Knife","Female"
2014,35,"Girlfriend","Shotgun","Male"
2014,31,"Wife","Handgun","Male"
2014,19,"Acquaintance","Firearm","Male"
2014,32,"Neighbor","Knife","Male"
2014,32,"Neighbor","Knife","Male"
2014,25,"Acquaintance","Handgun","Male"
2014,26,"Acquaintance","Handgun","Male"
2014,56,"Wife","Shotgun","Male"
